"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Hamilton County, IN"	"18057"	22	316373	0.06954
	"Hancock County, IN"	"18059"	14	73717	Unreliable
	"Hendricks County, IN"	"18063"	23	160610	0.14320
	"Henry County, IN"	"18065"	16	48521	Unreliable
	"Howard County, IN"	"18067"	13	82568	Unreliable
	"Huntington County, IN"	"18069"	12	36400	Unreliable
	"Jefferson County, IN"	"18077"	11	32418	Unreliable
	"Johnson County, IN"	"18081"	17	151982	Unreliable
	"Kosciusko County, IN"	"18085"	15	79092	Unreliable
	"Lake County, IN"	"18089"	57	485846	0.11732
	"La Porte County, IN"	"18091"	14	110015	Unreliable
	"Madison County, IN"	"18095"	22	129296	0.17015
	"Marion County, IN"	"18097"	123	941229	0.13068
	"Monroe County, IN"	"18105"	23	145496	0.15808
	"Morgan County, IN"	"18109"	13	69698	Unreliable
	"Porter County, IN"	"18127"	21	167791	0.12516
	"St. Joseph County, IN"	"18141"	38	269141	0.14119
	"Shelby County, IN"	"18145"	10	44324	Unreliable
	"Tippecanoe County, IN"	"18157"	17	188059	Unreliable
	"Vanderburgh County, IN"	"18163"	28	181721	0.15408
	"Vigo County, IN"	"18167"	15	107931	Unreliable
	"Wabash County, IN"	"18169"	10	31762	Unreliable
	"Warrick County, IN"	"18173"	12	62498	Unreliable
	"Wayne County, IN"	"18177"	11	66568	Unreliable
	"Wells County, IN"	"18179"	10	27949	Unreliable
	"Black Hawk County, IA"	"19013"	14	132904	Unreliable
	"Dubuque County, IA"	"19061"	17	97003	Unreliable
	"Johnson County, IA"	"19103"	11	146547	Unreliable
	"Linn County, IA"	"19113"	35	221661	0.15790
	"Polk County, IA"	"19153"	59	474045	0.12446
	"Pottawattamie County, IA"	"19155"	18	93582	Unreliable
	"Scott County, IA"	"19163"	27	172474	0.15655
	"Sioux County, IA"	"19167"	11	34898	Unreliable
	"Woodbury County, IA"	"19193"	10	102779	Unreliable
	"Butler County, KS"	"20015"	25	67025	0.37300
	"Cowley County, KS"	"20035"	13	35753	Unreliable
	"Dickinson County, KS"	"20041"	10	19064	Unreliable
	"Douglas County, KS"	"20045"	13	119440	Unreliable
	"Franklin County, KS"	"20059"	10	25560	Unreliable
	"Harvey County, KS"	"20079"	12	34913	Unreliable
	"Johnson County, KS"	"20091"	64	584451	0.10950
	"McPherson County, KS"	"20113"	16	28804	Unreliable
	"Neosho County, KS"	"20133"	13	16146	Unreliable
	"Reno County, KS"	"20155"	20	63220	0.31636
	"Sedgwick County, KS"	"20173"	67	511995	0.13086
	"Shawnee County, KS"	"20177"	34	178146	0.19085
	"Barren County, KY"	"21009"	13	43993	Unreliable
	"Boyd County, KY"	"21019"	12	48132	Unreliable
	"Bullitt County, KY"	"21029"	11	79151	Unreliable
	"Calloway County, KY"	"21035"	11	38437	Unreliable
	"Campbell County, KY"	"21037"	16	92211	Unreliable
	"Daviess County, KY"	"21059"	14	99674	Unreliable
	"Fayette County, KY"	"21067"	47	318449	0.14759
	"Floyd County, KY"	"21071"	16	37110	Unreliable
	"Franklin County, KY"	"21073"	15	50560	Unreliable
	"Graves County, KY"	"21083"	12	37182	Unreliable
	"Hardin County, KY"	"21093"	11	107316	Unreliable
	"Harlan County, KY"	"21095"	12	27168	Unreliable
	"Henderson County, KY"	"21101"	11	46253	Unreliable
	"Hopkins County, KY"	"21107"	18	45904	Unreliable
	"Jefferson County, KY"	"21111"	142	765352	0.18554
	"Kenton County, KY"	"21117"	16	164945	Unreliable
	"Knox County, KY"	"21121"	11	31687	Unreliable
	"Laurel County, KY"	"21125"	12	60250	Unreliable
	"Letcher County, KY"	"21133"	11	22773	Unreliable
	"McCracken County, KY"	"21145"	16	65162	Unreliable
	"Madison County, KY"	"21151"	17	89547	Unreliable
	"Marion County, KY"	"21155"	12	19205	Unreliable
	"Montgomery County, KY"	"21173"	13	27771	Unreliable
	"Nelson County, KY"	"21179"	10	45559	Unreliable
	"Pike County, KY"	"21195"	15	60555	Unreliable
	"Pulaski County, KY"	"21199"	20	63956	0.31271
	"Shelby County, KY"	"21211"	10	46408	Unreliable
	"Warren County, KY"	"21227"	26	125532	0.20712
	"Acadia Parish, LA"	"22001"	10	62645	Unreliable
	"Ascension Parish, LA"	"22005"	11	121587	Unreliable
	"Bossier Parish, LA"	"22015"	18	126057	Unreliable
	"Caddo Parish, LA"	"22017"	48	248851	0.19289
	"Calcasieu Parish, LA"	"22019"	37	200601	0.18445
	"East Baton Rouge Parish, LA"	"22033"	57	447037	0.12751
	"Iberia Parish, LA"	"22045"	15	73273	Unreliable
	"Jefferson Parish, LA"	"22051"	44	436523	0.10080
	"Jefferson Davis Parish, LA"	"22053"	10	31413	Unreliable
	"Lafayette Parish, LA"	"22055"	14	241398	Unreliable
	"Lafourche Parish, LA"	"22057"	11	98305	Unreliable
	"Livingston Parish, LA"	"22063"	14	140138	Unreliable
	"Orleans Parish, LA"	"22071"	36	391495	0.09196
	"Ouachita Parish, LA"	"22073"	21	156983	0.13377
	"Rapides Parish, LA"	"22079"	52	132424	0.39268
	"St. Landry Parish, LA"	"22097"	21	83883	0.25035
	"St. Mary Parish, LA"	"22101"	13	52093	Unreliable
	"St. Tammany Parish, LA"	"22103"	35	253602	0.13801
	"Tangipahoa Parish, LA"	"22105"	19	130710	Unreliable
	"Terrebonne Parish, LA"	"22109"	11	113220	Unreliable
	"Union Parish, LA"	"22111"	12	22487	Unreliable
	"Webster Parish, LA"	"22119"	12	39710	Unreliable
	"Androscoggin County, ME"	"23001"	14	107319	Unreliable
	"Aroostook County, ME"	"23003"	20	67959	0.29430
	"Cumberland County, ME"	"23005"	47	292041	0.16094
	"Kennebec County, ME"	"23011"	16	120569	Unreliable
	"Penobscot County, ME"	"23019"	36	151806	0.23714
	"York County, ME"	"23031"	26	202343	0.12849
	"Allegany County, MD"	"24001"	27	72130	0.37432
	"Anne Arundel County, MD"	"24003"	122	568346	0.21466
	"Baltimore County, MD"	"24005"	181	831026	0.21780
	"Caroline County, MD"	"24011"	11	32850	Unreliable
	"Carroll County, MD"	"24013"	26	167656	0.15508
	"Cecil County, MD"	"24015"	14	102603	Unreliable
	"Charles County, MD"	"24017"	19	157705	Unreliable
	"Frederick County, MD"	"24021"	65	247591	0.26253
	"Harford County, MD"	"24025"	41	251032	0.16333
	"Howard County, MD"	"24027"	30	317233	0.09457
	"Montgomery County, MD"	"24031"	147	1043863	0.14082
	"Prince George's County, MD"	"24033"	114	908049	0.12554
	"St. Mary's County, MD"	"24037"	12	112587	Unreliable
	"Washington County, MD"	"24043"	23	150292	0.15304
	"Wicomico County, MD"	"24045"	10	102577	Unreliable
	"Worcester County, MD"	"24047"	15	51444	Unreliable
	"Baltimore city, MD"	"24510"	119	614664	0.19360
	"Barnstable County, MA"	"25001"	72	214276	0.33602
	"Berkshire County, MA"	"25003"	27	126903	0.21276
	"Bristol County, MA"	"25005"	147	558324	0.26329
	"Essex County, MA"	"25009"	130	779018	0.16688
	"Franklin County, MA"	"25011"	16	70382	Unreliable
	"Hampden County, MA"	"25013"	93	468467	0.19852
	"Hampshire County, MA"	"25015"	32	161816	0.19776
	"Middlesex County, MA"	"25017"	242	1589774	0.15222
	"Norfolk County, MA"	"25021"	122	697181	0.17499
	"Plymouth County, MA"	"25023"	121	513565	0.23561
	"Suffolk County, MA"	"25025"	73	784230	0.09308
	"Worcester County, MA"	"25027"	167	819589	0.20376
	"Allegan County, MI"	"26005"	27	115548	0.23367
	"Arenac County, MI"	"26011"	10	15122	Unreliable
	"Barry County, MI"	"26015"	13	59702	Unreliable
	"Bay County, MI"	"26017"	23	104747	0.21958
	"Berrien County, MI"	"26021"	16	154010	Unreliable
	"Branch County, MI"	"26023"	14	43427	Unreliable
	"Calhoun County, MI"	"26025"	30	134386	0.22324
	"Clare County, MI"	"26035"	10	30358	Unreliable
	"Clinton County, MI"	"26037"	11	77888	Unreliable
	"Genesee County, MI"	"26049"	58	408615	0.14194
	"Grand Traverse County, MI"	"26055"	11	92084	Unreliable
	"Huron County, MI"	"26063"	13	31481	Unreliable
	"Ingham County, MI"	"26065"	29	288051	0.10068
	"Ionia County, MI"	"26067"	12	64232	Unreliable
	"Jackson County, MI"	"26075"	27	158460	0.17039
	"Kalamazoo County, MI"	"26077"	35	261654	0.13376
	"Kent County, MI"	"26081"	87	642173	0.13548
	"Lapeer County, MI"	"26087"	27	88340	0.30564
	"Lenawee County, MI"	"26091"	10	98504	Unreliable
	"Livingston County, MI"	"26093"	28	188624	0.14844
	"Macomb County, MI"	"26099"	148	867730	0.17056
	"Midland County, MI"	"26111"	16	83462	Unreliable
	"Monroe County, MI"	"26115"	24	149208	0.16085
	"Montcalm County, MI"	"26117"	11	62974	Unreliable
	"Muskegon County, MI"	"26121"	21	173408	0.12110
	"Newaygo County, MI"	"26123"	10	47938	Unreliable
	"Oakland County, MI"	"26125"	188	1243970	0.15113
	"Ottawa County, MI"	"26139"	40	282250	0.14172
	"Saginaw County, MI"	"26145"	42	192326	0.21838
	"St. Clair County, MI"	"26147"	15	159587	Unreliable
	"St. Joseph County, MI"	"26149"	16	60853	Unreliable
	"Sanilac County, MI"	"26151"	14	41409	Unreliable
	"Shiawassee County, MI"	"26155"	12	68554	Unreliable
	"Van Buren County, MI"	"26159"	12	75223	Unreliable
	"Washtenaw County, MI"	"26161"	29	364709	0.07952
	"Wayne County, MI"	"26163"	368	1749366	0.21036
	"Anoka County, MN"	"27003"	21	345957	0.06070
	"Carver County, MN"	"27019"	12	100262	Unreliable
	"Dakota County, MN"	"27037"	22	417486	0.05270
	"Hennepin County, MN"	"27053"	124	1232483	0.10061
	"Itasca County, MN"	"27061"	15	45242	Unreliable
	"Olmsted County, MN"	"27109"	10	153102	Unreliable
	"Otter Tail County, MN"	"27111"	10	58085	Unreliable
	"Ramsey County, MN"	"27123"	35	540649	0.06474
	"St. Louis County, MN"	"27137"	31	199980	0.15502
	"Stearns County, MN"	"27145"	26	155652	0.16704
	"Washington County, MN"	"27163"	15	253117	Unreliable
	"Alcorn County, MS"	"28003"	24	37304	0.64336
	"Copiah County, MS"	"28029"	11	28482	Unreliable
	"DeSoto County, MS"	"28033"	21	175611	0.11958
	"Forrest County, MS"	"28035"	34	75979	0.44749
	"Grenada County, MS"	"28043"	13	21275	Unreliable
	"Harrison County, MS"	"28047"	64	203234	0.31491
	"Hinds County, MS"	"28049"	44	241229	0.18240
	"Jackson County, MS"	"28059"	26	141241	0.18408
	"Jones County, MS"	"28067"	20	67953	0.29432
	"Lamar County, MS"	"28073"	22	60914	0.36116
	"Lauderdale County, MS"	"28075"	24	77755	0.30866
	"Lee County, MS"	"28081"	26	85381	0.30452
	"Lincoln County, MS"	"28085"	15	34523	Unreliable
	"Lowndes County, MS"	"28087"	11	59602	Unreliable
	"Marion County, MS"	"28091"	12	25251	Unreliable
	"Marshall County, MS"	"28093"	11	35801	Unreliable
	"Neshoba County, MS"	"28099"	14	29403	Unreliable
	"Newton County, MS"	"28101"	12	21558	Unreliable
	"Pearl River County, MS"	"28109"	17	55310	Unreliable
	"Pike County, MS"	"28113"	12	39667	Unreliable
	"Prentiss County, MS"	"28117"	10	25256	Unreliable
	"Rankin County, MS"	"28121"	27	150228	0.17973
	"Simpson County, MS"	"28127"	15	26912	Unreliable
	"Warren County, MS"	"28149"	17	47140	Unreliable
	"Barry County, MO"	"29009"	13	35732	Unreliable
	"Boone County, MO"	"29019"	13	176594	Unreliable
	"Buchanan County, MO"	"29021"	15	88938	Unreliable
	"Camden County, MO"	"29029"	13	44497	Unreliable
	"Cape Girardeau County, MO"	"29031"	23	78913	0.29146
	"Cass County, MO"	"29037"	27	102845	0.26253
	"Clay County, MO"	"29047"	21	239085	0.08783
	"Cole County, MO"	"29051"	17	76631	Unreliable
	"Dunklin County, MO"	"29069"	13	30535	Unreliable
	"Franklin County, MO"	"29071"	30	102838	0.29172
	"Greene County, MO"	"29077"	56	288690	0.19398
	"Jackson County, MO"	"29095"	93	691801	0.13443
	"Jasper County, MO"	"29097"	31	119111	0.26026
	"Jefferson County, MO"	"29099"	48	224226	0.21407
	"Laclede County, MO"	"29105"	13	35490	Unreliable
	"Lincoln County, MO"	"29113"	11	55267	Unreliable
	"Marion County, MO"	"29127"	11	28894	Unreliable
	"Newton County, MO"	"29145"	12	58694	Unreliable
	"Pettis County, MO"	"29159"	15	42213	Unreliable
	"St. Charles County, MO"	"29183"	60	390918	0.15348
	"St. Louis County, MO"	"29189"	222	998581	0.22232
	"Stone County, MO"	"29209"	10	31047	Unreliable
	"St. Louis city, MO"	"29510"	42	311404	0.13487
	"Cascade County, MT"	"30013"	16	81755	Unreliable
	"Flathead County, MT"	"30029"	15	98082	Unreliable
	"Gallatin County, MT"	"30031"	11	104502	Unreliable
	"Yellowstone County, MT"	"30111"	24	158437	0.15148
	"Adams County, NE"	"31001"	19	31684	Unreliable
