"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Johnson County, TX"	"48251"	37	163274	0.22661
	"Kaufman County, TX"	"48257"	12	118350	Unreliable
	"Lamar County, TX"	"48277"	17	49791	Unreliable
	"Liberty County, TX"	"48291"	19	81704	Unreliable
	"Lubbock County, TX"	"48303"	37	303137	0.12206
	"McLennan County, TX"	"48309"	31	247934	0.12503
	"Maverick County, TX"	"48323"	10	57685	Unreliable
	"Medina County, TX"	"48325"	12	49283	Unreliable
	"Midland County, TX"	"48329"	20	162565	0.12303
	"Montgomery County, TX"	"48339"	70	556203	0.12585
	"Nacogdoches County, TX"	"48347"	11	65806	Unreliable
	"Navarro County, TX"	"48349"	15	48523	Unreliable
	"Nueces County, TX"	"48355"	59	361350	0.16328
	"Orange County, TX"	"48361"	18	84964	Unreliable
	"Parker County, TX"	"48367"	23	129441	0.17769
	"Polk County, TX"	"48373"	14	47916	Unreliable
	"Potter County, TX"	"48375"	13	120832	Unreliable
	"Randall County, TX"	"48381"	15	132501	Unreliable
	"Rockwall County, TX"	"48397"	11	93978	Unreliable
	"Rusk County, TX"	"48401"	11	52732	Unreliable
	"San Patricio County, TX"	"48409"	18	67655	Unreliable
	"Smith County, TX"	"48423"	52	225290	0.23081
	"Starr County, TX"	"48427"	20	64122	0.31191
	"Tarrant County, TX"	"48439"	264	2016872	0.13090
	"Taylor County, TX"	"48441"	17	136535	Unreliable
	"Tom Green County, TX"	"48451"	19	118386	Unreliable
	"Travis County, TX"	"48453"	90	1199323	0.07504
	"Upshur County, TX"	"48459"	12	40969	Unreliable
	"Victoria County, TX"	"48469"	18	92467	Unreliable
	"Washington County, TX"	"48477"	11	35056	Unreliable
	"Webb County, TX"	"48479"	33	271193	0.12168
	"Williamson County, TX"	"48491"	56	528718	0.10592
	"Wilson County, TX"	"48493"	12	48480	Unreliable
	"Wise County, TX"	"48497"	18	64455	Unreliable
	"Wood County, TX"	"48499"	13	44227	Unreliable
	"Davis County, UT"	"49011"	30	342281	0.08765
	"Iron County, UT"	"49021"	10	49937	Unreliable
	"Salt Lake County, UT"	"49035"	126	1121354	0.11236
	"Utah County, UT"	"49049"	66	592299	0.11143
	"Washington County, UT"	"49053"	47	160245	0.29330
	"Weber County, UT"	"49057"	41	247560	0.16562
	"Accomack County, VA"	"51001"	10	32947	Unreliable
	"Albemarle County, VA"	"51003"	12	106878	Unreliable
	"Arlington County, VA"	"51013"	14	230050	Unreliable
	"Augusta County, VA"	"51015"	15	74997	Unreliable
	"Bedford County, VA"	"51019"	13	77960	Unreliable
	"Carroll County, VA"	"51035"	10	29531	Unreliable
	"Chesterfield County, VA"	"51041"	42	339009	0.12389
	"Fairfax County, VA"	"51059"	115	1138652	0.10100
	"Fauquier County, VA"	"51061"	16	69069	Unreliable
	"Franklin County, VA"	"51067"	10	56069	Unreliable
	"Frederick County, VA"	"51069"	10	84421	Unreliable
	"Gloucester County, VA"	"51073"	11	37214	Unreliable
	"Halifax County, VA"	"51083"	22	34992	0.62872
	"Hanover County, VA"	"51085"	22	104392	0.21074
	"Henrico County, VA"	"51087"	83	326501	0.25421
	"Henry County, VA"	"51089"	25	51445	0.48596
	"James City County, VA"	"51095"	10	74404	Unreliable
	"Loudoun County, VA"	"51107"	31	385945	0.08032
	"Mecklenburg County, VA"	"51117"	10	30892	Unreliable
	"Montgomery County, VA"	"51121"	10	98602	Unreliable
	"Pittsylvania County, VA"	"51143"	19	61687	Unreliable
	"Prince William County, VA"	"51153"	59	455210	0.12961
	"Pulaski County, VA"	"51155"	13	34203	Unreliable
	"Roanoke County, VA"	"51161"	33	94031	0.35095
	"Rockingham County, VA"	"51165"	13	79744	Unreliable
	"Scott County, VA"	"51169"	12	21930	Unreliable
	"Smyth County, VA"	"51173"	11	31062	Unreliable
	"Spotsylvania County, VA"	"51177"	26	132010	0.19695
	"Stafford County, VA"	"51179"	10	144361	Unreliable
	"Tazewell County, VA"	"51185"	16	42150	Unreliable
	"Washington County, VA"	"51191"	24	54214	0.44269
	"Wise County, VA"	"51195"	11	39228	Unreliable
	"Wythe County, VA"	"51197"	14	29016	Unreliable
	"Alexandria city, VA"	"51510"	17	155810	Unreliable
	"Chesapeake city, VA"	"51550"	42	237940	0.17652
	"Danville city, VA"	"51590"	17	41898	Unreliable
	"Hampton city, VA"	"51650"	32	135410	0.23632
	"Lynchburg city, VA"	"51680"	13	80212	Unreliable
	"Newport News city, VA"	"51700"	40	181825	0.21999
	"Norfolk city, VA"	"51710"	39	245115	0.15911
	"Petersburg city, VA"	"51730"	25	31882	0.78414
	"Portsmouth city, VA"	"51740"	34	95252	0.35695
	"Richmond city, VA"	"51760"	58	223170	0.25989
	"Roanoke city, VA"	"51770"	20	99660	0.20068
	"Suffolk city, VA"	"51800"	23	89273	0.25764
	"Virginia Beach city, VA"	"51810"	54	452602	0.11931
	"Benton County, WA"	"53005"	10	193686	Unreliable
	"Clark County, WA"	"53011"	47	467018	0.10064
	"Cowlitz County, WA"	"53015"	10	105160	Unreliable
	"Grays Harbor County, WA"	"53027"	10	71628	Unreliable
	"King County, WA"	"53033"	141	2149970	0.06558
	"Kitsap County, WA"	"53035"	22	264811	0.08308
	"Lewis County, WA"	"53041"	11	77066	Unreliable
	"Mason County, WA"	"53045"	11	62198	Unreliable
	"Pierce County, WA"	"53053"	59	861312	0.06850
	"Skagit County, WA"	"53057"	16	123681	Unreliable
	"Snohomish County, WA"	"53061"	53	787620	0.06729
	"Spokane County, WA"	"53063"	40	499072	0.08015
	"Thurston County, WA"	"53067"	22	275222	0.07994
	"Yakima County, WA"	"53077"	18	249636	Unreliable
	"Berkeley County, WV"	"54003"	28	113525	0.24664
	"Cabell County, WV"	"54011"	27	95987	0.28129
	"Fayette County, WV"	"54019"	13	44323	Unreliable
	"Hancock County, WV"	"54029"	13	29590	Unreliable
	"Harrison County, WV"	"54033"	26	68400	0.38012
	"Kanawha County, WV"	"54039"	73	186241	0.39197
	"Logan County, WV"	"54045"	12	33700	Unreliable
	"Marion County, WV"	"54049"	12	56538	Unreliable
	"Mason County, WV"	"54053"	10	26825	Unreliable
	"Mercer County, WV"	"54055"	25	60468	0.41344
	"Monongalia County, WV"	"54061"	12	104622	Unreliable
	"Ohio County, WV"	"54069"	10	42516	Unreliable
	"Putnam County, WV"	"54079"	18	56941	Unreliable
	"Raleigh County, WV"	"54081"	10	76601	Unreliable
	"Wayne County, WV"	"54099"	11	40531	Unreliable
	"Wood County, WV"	"54107"	19	85643	Unreliable
	"Barron County, WI"	"55005"	11	45412	Unreliable
	"Brown County, WI"	"55009"	31	260401	0.11905
	"Chippewa County, WI"	"55017"	17	63649	Unreliable
	"Dane County, WI"	"55025"	43	531273	0.08094
	"Dodge County, WI"	"55027"	18	88068	Unreliable
	"Eau Claire County, WI"	"55035"	16	102965	Unreliable
	"Fond du Lac County, WI"	"55039"	14	102144	Unreliable
	"Green County, WI"	"55045"	13	37075	Unreliable
	"Jefferson County, WI"	"55055"	19	84625	Unreliable
	"Kenosha County, WI"	"55059"	28	168183	0.16649
	"La Crosse County, WI"	"55063"	17	118122	Unreliable
	"Manitowoc County, WI"	"55071"	19	79536	Unreliable
	"Marathon County, WI"	"55073"	18	135603	Unreliable
	"Milwaukee County, WI"	"55079"	159	951448	0.16711
	"Monroe County, WI"	"55081"	11	45623	Unreliable
	"Outagamie County, WI"	"55087"	26	184526	0.14090
	"Portage County, WI"	"55097"	11	70447	Unreliable
	"Racine County, WI"	"55101"	38	195140	0.19473
	"Rock County, WI"	"55105"	27	161620	0.16706
	"Sheboygan County, WI"	"55117"	23	115427	0.19926
	"Vernon County, WI"	"55123"	10	30814	Unreliable
	"Walworth County, WI"	"55127"	21	102959	0.20396
	"Washington County, WI"	"55131"	27	134296	0.20105
	"Waukesha County, WI"	"55133"	74	398424	0.18573
	"Winnebago County, WI"	"55139"	34	169886	0.20013
	"Wood County, WI"	"55141"	28	73107	0.38300
	"Natrona County, WY"	"56025"	10	81039	Unreliable
